Orthogroup	ARSEF_1520	ARSEF_1564	ARSEF_2597	ARSEF_2860	ARSEF_3097	ARSEF_4305	ARSEF_5078	ARSEF_8028
OG0001035	FUN_000838-T1	FUN_003374-T1	FUN_000351-T1	FUN_001109-T1	FUN_002526-T1	FUN_001761-T1	FUN_008209-T1	FUN_003748-T1
OG0001036	FUN_000839-T1	FUN_003375-T1	FUN_000350-T1	FUN_001110-T1	FUN_002527-T1	FUN_001762-T1	FUN_008208-T1	FUN_003747-T1
OG0001037	FUN_000840-T1	FUN_003376-T1	FUN_000349-T1	FUN_001111-T1	FUN_002528-T1	FUN_001763-T1	FUN_008207-T1	FUN_003746-T1
OG0001038	FUN_000842-T1	FUN_003378-T1	FUN_000347-T1	FUN_001113-T1	FUN_002530-T1	FUN_009285-T1	FUN_006645-T1	FUN_003744-T1
OG0001039	FUN_000844-T1	FUN_003380-T1	FUN_000345-T1	FUN_001116-T1	FUN_002532-T1	FUN_009287-T1	FUN_006643-T1	FUN_003741-T1
OG0001040	FUN_000845-T1	FUN_008269-T1	FUN_000344-T1	FUN_001117-T1	FUN_006011-T1	FUN_008024-T1	FUN_005542-T1	FUN_003740-T1
OG0001041	FUN_000846-T1	FUN_008270-T1	FUN_000343-T1	FUN_001118-T1	FUN_006010-T1	FUN_008023-T1	FUN_005543-T1	FUN_003739-T1
OG0001042	FUN_000848-T1	FUN_008273-T1	FUN_000339-T1	FUN_001121-T1	FUN_006007-T1	FUN_008021-T1	FUN_005546-T1	FUN_003736-T1
OG0001043	FUN_000849-T1	FUN_008274-T1	FUN_000338-T1	FUN_001122-T1	FUN_006006-T1	FUN_008020-T1	FUN_005547-T1	FUN_003735-T1
OG0001044	FUN_000851-T1	FUN_008276-T1	FUN_000336-T1	FUN_001124-T1	FUN_006004-T1	FUN_008018-T1	FUN_005549-T1	FUN_003734-T1
OG0001045	FUN_000852-T1	FUN_008277-T1	FUN_000335-T1	FUN_001125-T1	FUN_006003-T1	FUN_008017-T1	FUN_005550-T1	FUN_003733-T1
OG0001046	FUN_000854-T1	FUN_009350-T1	FUN_000333-T1	FUN_001127-T1	FUN_009311-T1	FUN_008782-T1	FUN_004837-T1	FUN_003731-T1
OG0001047	FUN_000855-T1	FUN_009351-T1	FUN_000332-T1	FUN_001128-T1	FUN_007876-T1	FUN_008781-T1	FUN_004836-T1	FUN_003730-T1
OG0001048	FUN_000856-T1	FUN_007957-T1	FUN_000331-T1	FUN_001129-T1	FUN_007877-T1	FUN_008780-T1	FUN_004835-T1	FUN_003729-T1
OG0001049	FUN_000857-T1	FUN_007956-T1	FUN_000330-T1	FUN_001130-T1	FUN_007878-T1	FUN_008779-T1	FUN_004834-T1	FUN_003728-T1
OG0001050	FUN_000858-T1	FUN_007955-T1	FUN_000329-T1	FUN_001131-T1	FUN_007879-T1	FUN_008778-T1	FUN_004833-T1	FUN_003727-T1
OG0001051	FUN_000859-T1	FUN_007954-T1	FUN_000328-T1	FUN_001132-T1	FUN_007880-T1	FUN_008777-T1	FUN_004832-T1	FUN_003726-T1
OG0001052	FUN_000860-T1	FUN_007953-T1	FUN_000327-T1	FUN_001133-T1	FUN_007881-T1	FUN_008776-T1	FUN_004831-T1	FUN_003725-T1
OG0001053	FUN_000861-T1	FUN_007952-T1	FUN_000326-T1	FUN_001134-T1	FUN_007882-T1	FUN_008775-T1	FUN_004830-T1	FUN_003724-T1
OG0001054	FUN_000862-T1	FUN_007951-T1	FUN_000325-T1	FUN_001135-T1	FUN_007883-T1	FUN_008774-T1	FUN_004829-T1	FUN_003723-T1
OG0001055	FUN_000864-T1	FUN_007949-T1	FUN_000323-T1	FUN_001136-T1	FUN_007380-T1	FUN_007360-T1	FUN_004827-T1	FUN_003721-T1
OG0001056	FUN_000865-T1	FUN_007948-T1	FUN_000322-T1	FUN_001137-T1	FUN_007381-T1	FUN_007359-T1	FUN_004826-T1	FUN_003720-T1
OG0001057	FUN_000867-T1	FUN_007946-T1	FUN_000320-T1	FUN_001138-T1	FUN_007383-T1	FUN_007357-T1	FUN_004824-T1	FUN_003718-T1
OG0001058	FUN_000869-T1	FUN_004317-T1	FUN_000319-T1	FUN_001139-T1	FUN_007793-T1	FUN_009181-T1	FUN_007587-T1	FUN_003716-T1
OG0001059	FUN_000870-T1	FUN_004316-T1	FUN_000318-T1	FUN_001140-T1	FUN_007794-T1	FUN_009180-T1	FUN_007588-T1	FUN_003715-T1
OG0001060	FUN_000871-T1	FUN_004315-T1	FUN_000317-T1	FUN_001141-T1	FUN_007795-T1	FUN_009179-T1	FUN_007589-T1	FUN_003714-T1
OG0001061	FUN_000873-T1	FUN_004313-T1	FUN_000315-T1	FUN_001143-T1	FUN_007797-T1	FUN_009177-T1	FUN_007591-T1	FUN_003712-T1
OG0001062	FUN_000874-T1	FUN_004312-T1	FUN_000314-T1	FUN_001144-T1	FUN_009384-T1	FUN_009794-T1	FUN_009209-T1	FUN_003711-T1
OG0001063	FUN_000875-T1	FUN_004311-T1	FUN_000313-T1	FUN_001145-T1	FUN_003305-T1	FUN_008228-T1	FUN_007251-T1	FUN_003710-T1
OG0001064	FUN_000876-T1	FUN_004310-T1	FUN_000312-T1	FUN_001146-T1	FUN_003304-T1	FUN_008229-T1	FUN_007252-T1	FUN_003709-T1
OG0001065	FUN_000877-T1	FUN_004309-T1	FUN_000311-T1	FUN_001147-T1	FUN_003303-T1	FUN_008230-T1	FUN_007253-T1	FUN_003708-T1
OG0001066	FUN_000878-T1	FUN_004308-T1	FUN_000310-T1	FUN_001148-T1	FUN_003302-T1	FUN_008231-T1	FUN_008864-T1	FUN_003707-T1
OG0001067	FUN_000879-T1	FUN_004307-T1	FUN_000309-T1	FUN_001149-T1	FUN_003301-T1	FUN_008232-T1	FUN_008863-T1	FUN_003706-T1
OG0001068	FUN_000882-T1	FUN_004304-T1	FUN_000305-T1	FUN_001154-T1	FUN_003296-T1	FUN_008655-T1	FUN_005017-T1	FUN_003703-T1
OG0001069	FUN_000883-T1	FUN_004303-T1	FUN_000304-T1	FUN_001155-T1	FUN_003295-T1	FUN_008654-T1	FUN_005018-T1	FUN_003702-T1
OG0001070	FUN_000884-T1	FUN_004302-T1	FUN_000303-T1	FUN_001156-T1	FUN_003294-T1	FUN_008653-T1	FUN_005019-T1	FUN_003701-T1
OG0001071	FUN_000885-T1	FUN_004301-T1	FUN_000302-T1	FUN_001157-T1	FUN_003293-T1	FUN_008652-T1	FUN_005020-T1	FUN_003700-T1
OG0001072	FUN_000886-T1	FUN_004300-T1	FUN_000301-T1	FUN_001158-T1	FUN_003292-T1	FUN_008651-T1	FUN_005021-T1	FUN_003699-T1
OG0001073	FUN_000887-T1	FUN_004299-T1	FUN_000300-T1	FUN_001159-T1	FUN_003291-T1	FUN_005785-T1	FUN_005022-T1	FUN_003698-T1
OG0001074	FUN_000888-T1	FUN_004298-T1	FUN_000299-T1	FUN_001160-T1	FUN_005222-T1	FUN_005786-T1	FUN_005023-T1	FUN_003697-T1
OG0001075	FUN_000889-T1	FUN_004297-T1	FUN_000298-T1	FUN_001161-T1	FUN_005221-T1	FUN_005787-T1	FUN_005024-T1	FUN_003696-T1
OG0001076	FUN_000890-T1	FUN_004296-T1	FUN_000297-T1	FUN_001162-T1	FUN_005219-T1	FUN_005788-T1	FUN_005025-T1	FUN_003695-T1
OG0001077	FUN_000892-T1	FUN_004294-T1	FUN_000295-T1	FUN_001163-T1	FUN_005217-T1	FUN_005790-T1	FUN_007741-T1	FUN_003693-T1
OG0001078	FUN_000893-T1	FUN_004293-T1	FUN_000294-T1	FUN_001164-T1	FUN_005216-T1	FUN_005791-T1	FUN_007742-T1	FUN_003692-T1
OG0001079	FUN_000894-T1	FUN_004292-T1	FUN_000293-T1	FUN_001165-T1	FUN_005215-T1	FUN_005793-T1	FUN_007744-T1	FUN_003691-T1
OG0001080	FUN_000895-T1	FUN_004291-T1	FUN_000292-T1	FUN_001166-T1	FUN_005214-T1	FUN_005794-T1	FUN_007745-T1	FUN_003690-T1
OG0001081	FUN_000897-T1	FUN_004289-T1	FUN_000290-T1	FUN_001168-T1	FUN_005212-T1	FUN_005795-T1	FUN_007203-T1	FUN_003688-T1
OG0001082	FUN_000898-T1	FUN_004288-T1	FUN_000289-T1	FUN_001169-T1	FUN_005211-T1	FUN_005796-T1	FUN_007204-T1	FUN_003687-T1
OG0001083	FUN_000899-T1	FUN_004287-T1	FUN_000288-T1	FUN_001171-T1	FUN_005210-T1	FUN_005797-T1	FUN_007205-T1	FUN_003686-T1
OG0001084	FUN_000900-T1	FUN_004286-T1	FUN_000287-T1	FUN_001173-T1	FUN_009093-T1	FUN_005798-T1	FUN_007206-T1	FUN_003685-T1
OG0001085	FUN_000901-T1	FUN_009275-T1	FUN_000286-T1	FUN_001174-T1	FUN_009092-T1	FUN_005799-T1	FUN_007207-T1	FUN_003684-T1
OG0001086	FUN_000903-T1	FUN_009416-T1	FUN_000285-T1	FUN_001175-T1	FUN_006656-T1	FUN_005801-T1	FUN_006126-T1	FUN_003683-T1
OG0001087	FUN_000904-T1	FUN_008004-T1	FUN_000284-T1	FUN_000658-T1	FUN_006655-T1	FUN_008222-T1	FUN_006127-T1	FUN_003681-T1
OG0001088	FUN_000905-T1	FUN_008003-T1	FUN_000283-T1	FUN_000659-T1	FUN_006654-T1	FUN_008221-T1	FUN_006128-T1	FUN_003680-T1
OG0001089	FUN_000906-T1	FUN_008002-T1	FUN_000282-T1	FUN_000660-T1	FUN_006653-T1	FUN_008220-T1	FUN_006129-T1	FUN_003679-T1
OG0001090	FUN_000908-T1	FUN_007999-T1	FUN_000279-T1	FUN_000663-T1	FUN_006649-T1	FUN_008218-T1	FUN_006131-T1	FUN_003677-T1
OG0001091	FUN_000909-T1	FUN_007998-T1	FUN_000278-T1	FUN_000664-T1	FUN_006648-T1	FUN_008217-T1	FUN_006132-T1	FUN_003676-T1
OG0001092	FUN_000910-T1	FUN_007997-T1	FUN_000277-T1	FUN_000665-T1	FUN_006647-T1	FUN_008216-T1	FUN_006133-T1	FUN_003675-T1
OG0001093	FUN_000911-T1	FUN_007996-T1	FUN_000276-T1	FUN_000666-T1	FUN_009309-T1	FUN_008428-T1	FUN_008405-T1	FUN_003674-T1
OG0001094	FUN_000912-T1	FUN_007994-T1	FUN_000274-T1	FUN_000668-T1	FUN_009045-T1	FUN_008426-T1	FUN_007039-T1	FUN_003672-T1
OG0001095	FUN_000913-T1	FUN_005595-T1	FUN_000273-T1	FUN_000669-T1	FUN_009044-T1	FUN_008425-T1	FUN_007040-T1	FUN_003671-T1
OG0001096	FUN_000914-T1	FUN_005594-T1	FUN_000272-T1	FUN_000670-T1	FUN_009043-T1	FUN_008424-T1	FUN_007041-T1	FUN_003670-T1
OG0001097	FUN_000915-T1	FUN_005593-T1	FUN_000271-T1	FUN_000671-T1	FUN_006148-T1	FUN_008423-T1	FUN_007042-T1	FUN_003669-T1
OG0001098	FUN_000916-T1	FUN_005592-T1	FUN_000270-T1	FUN_000672-T1	FUN_006147-T1	FUN_008422-T1	FUN_007043-T1	FUN_003668-T1
OG0001099	FUN_000917-T1	FUN_005591-T1	FUN_000269-T1	FUN_000673-T1	FUN_006146-T1	FUN_008421-T1	FUN_007044-T1	FUN_003667-T1
OG0001100	FUN_000920-T1	FUN_005589-T1	FUN_000267-T1	FUN_000676-T1	FUN_006144-T1	FUN_009558-T1	FUN_007045-T1	FUN_003665-T1
OG0001101	FUN_000921-T1	FUN_005588-T1	FUN_000266-T1	FUN_000677-T1	FUN_006143-T1	FUN_009557-T1	FUN_003756-T1	FUN_003664-T1
OG0001102	FUN_000922-T1	FUN_005587-T1	FUN_000265-T1	FUN_000678-T1	FUN_006142-T1	FUN_009556-T1	FUN_003757-T1	FUN_003663-T1
OG0001103	FUN_000923-T1	FUN_005586-T1	FUN_000264-T1	FUN_000679-T1	FUN_006141-T1	FUN_005921-T1	FUN_003758-T1	FUN_003662-T1
OG0001104	FUN_000924-T1	FUN_005585-T1	FUN_000263-T1	FUN_000680-T1	FUN_006140-T1	FUN_005922-T1	FUN_003759-T1	FUN_003661-T1
OG0001105	FUN_000926-T1	FUN_005583-T1	FUN_000261-T1	FUN_000682-T1	FUN_004393-T1	FUN_005924-T1	FUN_003760-T1	FUN_003659-T1
OG0001106	FUN_000927-T1	FUN_005582-T1	FUN_000260-T1	FUN_000683-T1	FUN_004394-T1	FUN_005925-T1	FUN_003761-T1	FUN_003658-T1
OG0001107	FUN_000928-T1	FUN_005581-T1	FUN_000259-T1	FUN_000684-T1	FUN_004395-T1	FUN_005926-T1	FUN_003762-T1	FUN_003657-T1
OG0001108	FUN_000930-T1	FUN_005579-T1	FUN_000257-T1	FUN_000686-T1	FUN_004397-T1	FUN_005928-T1	FUN_003764-T1	FUN_003656-T1
OG0001109	FUN_000931-T1	FUN_005578-T1	FUN_000256-T1	FUN_000687-T1	FUN_004398-T1	FUN_005929-T1	FUN_003765-T1	FUN_003655-T1
OG0001110	FUN_000932-T1	FUN_005577-T1	FUN_000255-T1	FUN_000688-T1	FUN_004399-T1	FUN_005930-T1	FUN_003766-T1	FUN_003654-T1
OG0001111	FUN_000933-T1	FUN_005576-T1	FUN_000254-T1	FUN_000689-T1	FUN_004400-T1	FUN_005931-T1	FUN_003767-T1	FUN_003653-T1
OG0001112	FUN_000934-T1	FUN_005575-T1	FUN_000253-T1	FUN_000690-T1	FUN_004401-T1	FUN_005932-T1	FUN_003768-T1	FUN_003652-T1
OG0001113	FUN_000935-T1	FUN_005574-T1	FUN_000252-T1	FUN_000691-T1	FUN_004402-T1	FUN_005933-T1	FUN_003769-T1	FUN_003651-T1
OG0001114	FUN_000936-T1	FUN_005573-T1	FUN_000251-T1	FUN_000692-T1	FUN_004403-T1	FUN_005934-T1	FUN_003770-T1	FUN_003650-T1
OG0001115	FUN_000937-T1	FUN_005572-T1	FUN_000250-T1	FUN_000693-T1	FUN_004404-T1	FUN_005935-T1	FUN_008364-T1	FUN_003649-T1
OG0001116	FUN_000938-T1	FUN_005571-T1	FUN_000249-T1	FUN_000694-T1	FUN_004405-T1	FUN_005936-T1	FUN_008365-T1	FUN_003648-T1
OG0001117	FUN_000939-T1	FUN_005570-T1	FUN_000248-T1	FUN_000695-T1	FUN_004406-T1	FUN_005937-T1	FUN_008366-T1	FUN_003647-T1
OG0001118	FUN_000940-T1	FUN_005569-T1	FUN_000247-T1	FUN_000696-T1	FUN_009306-T1	FUN_009039-T1	FUN_008370-T1	FUN_003646-T1
OG0001119	FUN_000941-T1	FUN_005568-T1	FUN_000246-T1	FUN_000697-T1	FUN_008948-T1	FUN_009040-T1	FUN_008369-T1	FUN_003645-T1
OG0001120	FUN_000942-T1	FUN_005228-T1	FUN_000245-T1	FUN_000698-T1	FUN_008215-T1	FUN_006992-T1	FUN_003672-T1	FUN_003644-T1
OG0001121	FUN_000943-T1	FUN_005227-T1	FUN_000244-T1	FUN_000699-T1	FUN_008216-T1	FUN_006993-T1	FUN_003671-T1	FUN_003643-T1
OG0001122	FUN_000944-T1	FUN_005226-T1	FUN_000243-T1	FUN_000700-T1	FUN_007889-T1	FUN_006994-T1	FUN_003670-T1	FUN_003642-T1
OG0001123	FUN_000945-T1	FUN_005225-T1	FUN_000242-T1	FUN_000701-T1	FUN_007888-T1	FUN_006995-T1	FUN_003669-T1	FUN_003641-T1
OG0001124	FUN_000946-T1	FUN_005224-T1	FUN_000241-T1	FUN_000702-T1	FUN_007887-T1	FUN_006996-T1	FUN_003668-T1	FUN_003640-T1
OG0001125	FUN_000947-T1	FUN_005222-T1	FUN_000239-T1	FUN_000703-T1	FUN_007885-T1	FUN_006999-T1	FUN_003666-T1	FUN_003638-T1
OG0001126	FUN_000948-T1	FUN_005221-T1	FUN_000238-T1	FUN_000704-T1	FUN_007884-T1	FUN_007000-T1	FUN_003665-T1	FUN_003639-T1
OG0001127	FUN_000949-T1	FUN_005220-T1	FUN_000237-T1	FUN_000705-T1	FUN_009172-T1	FUN_007001-T1	FUN_003664-T1	FUN_003637-T1
OG0001128	FUN_000950-T1	FUN_005219-T1	FUN_000236-T1	FUN_000706-T1	FUN_009029-T1	FUN_007002-T1	FUN_003663-T1	FUN_003636-T1
OG0001129	FUN_000951-T1	FUN_005218-T1	FUN_000235-T1	FUN_000707-T1	FUN_009030-T1	FUN_007003-T1	FUN_003662-T1	FUN_003635-T1
OG0001130	FUN_000952-T1	FUN_005217-T1	FUN_000234-T1	FUN_000708-T1	FUN_008743-T1	FUN_005632-T1	FUN_003661-T1	FUN_003634-T1
OG0001131	FUN_000953-T1	FUN_005215-T1	FUN_000233-T1	FUN_000709-T1	FUN_008742-T1	FUN_005630-T1	FUN_007446-T1	FUN_003633-T1
OG0001132	FUN_000955-T1	FUN_005213-T1	FUN_000230-T1	FUN_000710-T1	FUN_008741-T1	FUN_005628-T1	FUN_007448-T1	FUN_003631-T1
OG0001133	FUN_000956-T1	FUN_005212-T1	FUN_000229-T1	FUN_000711-T1	FUN_008359-T1	FUN_005627-T1	FUN_007449-T1	FUN_003630-T1
OG0001134	FUN_000957-T1	FUN_005211-T1	FUN_000228-T1	FUN_000712-T1	FUN_008360-T1	FUN_005626-T1	FUN_007450-T1	FUN_003629-T1
OG0001135	FUN_000958-T1	FUN_005210-T1	FUN_000227-T1	FUN_000713-T1	FUN_008361-T1	FUN_005625-T1	FUN_009344-T1	FUN_003628-T1
OG0001136	FUN_000959-T1	FUN_005209-T1	FUN_000226-T1	FUN_000714-T1	FUN_005905-T1	FUN_005624-T1	FUN_008627-T1	FUN_003627-T1
OG0001137	FUN_000960-T1	FUN_005208-T1	FUN_000225-T1	FUN_000715-T1	FUN_005904-T1	FUN_005623-T1	FUN_008626-T1	FUN_003626-T1
OG0001138	FUN_000961-T1	FUN_005207-T1	FUN_000224-T1	FUN_000716-T1	FUN_005903-T1	FUN_005622-T1	FUN_008625-T1	FUN_003625-T1
OG0001139	FUN_000962-T1	FUN_005206-T1	FUN_000223-T1	FUN_000717-T1	FUN_005902-T1	FUN_005621-T1	FUN_001016-T1	FUN_003624-T1
OG0001140	FUN_000963-T1	FUN_005646-T1	FUN_000222-T1	FUN_000718-T1	FUN_005901-T1	FUN_005620-T1	FUN_001015-T1	FUN_003623-T1
OG0001141	FUN_000964-T1	FUN_005647-T1	FUN_000221-T1	FUN_000719-T1	FUN_005900-T1	FUN_005619-T1	FUN_001014-T1	FUN_003622-T1
OG0001142	FUN_000966-T1	FUN_005649-T1	FUN_000218-T1	FUN_000722-T1	FUN_007434-T1	FUN_004674-T1	FUN_001011-T1	FUN_003620-T1
OG0001143	FUN_000967-T1	FUN_005650-T1	FUN_000217-T1	FUN_000723-T1	FUN_007435-T1	FUN_004673-T1	FUN_001010-T1	FUN_003619-T1
OG0001144	FUN_000968-T1	FUN_005651-T1	FUN_000216-T1	FUN_000724-T1	FUN_007436-T1	FUN_004672-T1	FUN_001009-T1	FUN_003618-T1
OG0001145	FUN_000969-T1	FUN_005652-T1	FUN_000215-T1	FUN_000725-T1	FUN_007437-T1	FUN_004671-T1	FUN_001008-T1	FUN_003617-T1
OG0001146	FUN_000970-T1	FUN_005653-T1	FUN_000214-T1	FUN_000726-T1	FUN_007438-T1	FUN_004670-T1	FUN_001007-T1	FUN_003616-T1
OG0001147	FUN_000971-T1	FUN_005655-T1	FUN_000212-T1	FUN_000728-T1	FUN_007440-T1	FUN_004669-T1	FUN_001005-T1	FUN_003615-T1
OG0001148	FUN_000972-T1	FUN_005656-T1	FUN_000211-T1	FUN_000729-T1	FUN_007441-T1	FUN_004668-T1	FUN_001004-T1	FUN_003614-T1
OG0001149	FUN_000973-T1	FUN_005657-T1	FUN_000210-T1	FUN_000730-T1	FUN_003323-T1	FUN_004667-T1	FUN_001003-T1	FUN_003613-T1
OG0001150	FUN_000974-T1	FUN_005658-T1	FUN_000209-T1	FUN_000731-T1	FUN_003322-T1	FUN_004665-T1	FUN_001002-T1	FUN_003612-T1
OG0001151	FUN_000976-T1	FUN_005660-T1	FUN_000207-T1	FUN_000733-T1	FUN_003321-T1	FUN_004663-T1	FUN_001000-T1	FUN_003610-T1
OG0001152	FUN_000977-T1	FUN_005661-T1	FUN_000206-T1	FUN_000734-T1	FUN_003320-T1	FUN_004662-T1	FUN_000999-T1	FUN_003609-T1
OG0001153	FUN_000978-T1	FUN_005662-T1	FUN_000205-T1	FUN_000735-T1	FUN_003319-T1	FUN_004661-T1	FUN_000998-T1	FUN_003608-T1
OG0001154	FUN_000979-T1	FUN_005663-T1	FUN_000204-T1	FUN_000736-T1	FUN_003318-T1	FUN_004660-T1	FUN_000997-T1	FUN_003607-T1
OG0001155	FUN_000980-T1	FUN_005664-T1	FUN_000203-T1	FUN_000737-T1	FUN_003317-T1	FUN_004659-T1	FUN_000996-T1	FUN_003606-T1
OG0001156	FUN_000981-T1	FUN_005665-T1	FUN_000202-T1	FUN_000738-T1	FUN_003316-T1	FUN_004658-T1	FUN_000995-T1	FUN_003605-T1
OG0001157	FUN_000982-T1	FUN_005666-T1	FUN_000201-T1	FUN_000739-T1	FUN_003315-T1	FUN_004657-T1	FUN_000994-T1	FUN_003604-T1
OG0001158	FUN_000983-T1	FUN_005667-T1	FUN_000200-T1	FUN_000740-T1	FUN_003314-T1	FUN_004656-T1	FUN_000993-T1	FUN_003603-T1
OG0001159	FUN_000984-T1	FUN_001985-T1	FUN_000199-T1	FUN_000741-T1	FUN_009272-T1	FUN_007620-T1	FUN_005676-T1	FUN_003602-T1
OG0001160	FUN_000985-T1	FUN_001984-T1	FUN_000198-T1	FUN_000742-T1	FUN_006932-T1	FUN_007619-T1	FUN_005677-T1	FUN_003601-T1
OG0001161	FUN_000986-T1	FUN_001983-T1	FUN_000197-T1	FUN_000743-T1	FUN_006931-T1	FUN_007618-T1	FUN_005678-T1	FUN_003600-T1
OG0001162	FUN_000987-T1	FUN_001982-T1	FUN_000196-T1	FUN_000744-T1	FUN_006930-T1	FUN_007617-T1	FUN_005679-T1	FUN_003599-T1
OG0001163	FUN_000988-T1	FUN_001981-T1	FUN_000195-T1	FUN_000745-T1	FUN_006929-T1	FUN_007616-T1	FUN_005680-T1	FUN_003598-T1
OG0001164	FUN_000989-T1	FUN_001980-T1	FUN_000194-T1	FUN_000746-T1	FUN_006928-T1	FUN_007615-T1	FUN_005681-T1	FUN_003597-T1
OG0001165	FUN_000990-T1	FUN_001979-T1	FUN_000193-T1	FUN_000747-T1	FUN_006927-T1	FUN_007614-T1	FUN_005682-T1	FUN_003596-T1
OG0001166	FUN_000991-T1	FUN_001978-T1	FUN_000192-T1	FUN_000748-T1	FUN_009317-T1	FUN_007612-T1	FUN_005683-T1	FUN_003595-T1
OG0001167	FUN_000992-T1	FUN_001977-T1	FUN_000191-T1	FUN_000749-T1	FUN_006833-T1	FUN_009654-T1	FUN_003780-T1	FUN_003594-T1
OG0001168	FUN_000993-T1	FUN_001976-T1	FUN_000189-T1	FUN_000750-T1	FUN_006831-T1	FUN_009656-T1	FUN_003782-T1	FUN_003593-T1
OG0001169	FUN_000995-T1	FUN_001974-T1	FUN_000187-T1	FUN_000752-T1	FUN_006829-T1	FUN_007086-T1	FUN_003784-T1	FUN_003591-T1
OG0001170	FUN_000996-T1	FUN_001973-T1	FUN_000186-T1	FUN_000753-T1	FUN_006828-T1	FUN_007087-T1	FUN_003785-T1	FUN_003590-T1
OG0001171	FUN_000997-T1	FUN_001972-T1	FUN_000185-T1	FUN_000754-T1	FUN_006827-T1	FUN_007088-T1	FUN_003786-T1	FUN_003589-T1
OG0001172	FUN_000998-T1	FUN_001971-T1	FUN_000184-T1	FUN_000755-T1	FUN_006826-T1	FUN_007089-T1	FUN_003787-T1	FUN_003588-T1
OG0001173	FUN_000999-T1	FUN_001970-T1	FUN_000183-T1	FUN_000756-T1	FUN_006825-T1	FUN_007090-T1	FUN_003788-T1	FUN_003587-T1
OG0001174	FUN_001000-T1	FUN_001969-T1	FUN_000182-T1	FUN_000757-T1	FUN_006824-T1	FUN_007091-T1	FUN_003789-T1	FUN_003586-T1
OG0001175	FUN_001001-T1	FUN_001968-T1	FUN_000181-T1	FUN_000758-T1	FUN_006823-T1	FUN_007092-T1	FUN_003790-T1	FUN_003585-T1
OG0001176	FUN_001002-T1	FUN_001967-T1	FUN_000180-T1	FUN_000759-T1	FUN_006786-T1	FUN_007093-T1	FUN_003791-T1	FUN_003584-T1
OG0001177	FUN_001003-T1	FUN_001966-T1	FUN_000179-T1	FUN_000760-T1	FUN_006785-T1	FUN_007094-T1	FUN_003792-T1	FUN_003583-T1
OG0001178	FUN_001004-T1	FUN_001965-T1	FUN_000177-T1	FUN_000761-T1	FUN_006784-T1	FUN_007095-T1	FUN_003793-T1	FUN_003582-T1
OG0001179	FUN_001005-T1	FUN_001964-T1	FUN_000176-T1	FUN_000762-T1	FUN_006783-T1	FUN_007096-T1	FUN_003794-T1	FUN_003581-T1
OG0001180	FUN_001006-T1	FUN_001963-T1	FUN_000175-T1	FUN_000763-T1	FUN_006782-T1	FUN_007097-T1	FUN_003795-T1	FUN_003580-T1
OG0001181	FUN_001007-T1	FUN_001962-T1	FUN_000174-T1	FUN_000764-T1	FUN_006781-T1	FUN_007098-T1	FUN_003796-T1	FUN_003579-T1
OG0001182	FUN_001008-T1	FUN_001961-T1	FUN_000173-T1	FUN_000765-T1	FUN_006780-T1	FUN_007099-T1	FUN_003797-T1	FUN_003578-T1
OG0001183	FUN_001009-T1	FUN_001960-T1	FUN_000172-T1	FUN_000766-T1	FUN_002654-T1	FUN_009453-T1	FUN_008431-T1	FUN_003577-T1
OG0001184	FUN_001010-T1	FUN_001959-T1	FUN_000171-T1	FUN_000767-T1	FUN_002655-T1	FUN_009452-T1	FUN_008430-T1	FUN_003576-T1
OG0001185	FUN_001011-T1	FUN_001958-T1	FUN_000170-T1	FUN_000768-T1	FUN_002656-T1	FUN_001340-T1	FUN_003264-T1	FUN_003575-T1
OG0001186	FUN_001012-T1	FUN_001957-T1	FUN_000169-T1	FUN_000769-T1	FUN_002657-T1	FUN_001339-T1	FUN_003263-T1	FUN_003574-T1
OG0001187	FUN_001013-T1	FUN_001956-T1	FUN_000168-T1	FUN_000770-T1	FUN_002658-T1	FUN_001338-T1	FUN_003262-T1	FUN_003573-T1
OG0001188	FUN_001014-T1	FUN_001955-T1	FUN_000167-T1	FUN_000771-T1	FUN_002659-T1	FUN_001337-T1	FUN_003261-T1	FUN_003572-T1
OG0001189	FUN_001016-T1	FUN_001953-T1	FUN_000165-T1	FUN_000773-T1	FUN_002661-T1	FUN_001335-T1	FUN_003259-T1	FUN_003570-T1
OG0001190	FUN_001017-T1	FUN_001952-T1	FUN_000164-T1	FUN_000774-T1	FUN_002662-T1	FUN_001334-T1	FUN_003258-T1	FUN_003569-T1
OG0001191	FUN_001018-T1	FUN_001951-T1	FUN_000163-T1	FUN_000775-T1	FUN_002663-T1	FUN_001333-T1	FUN_003257-T1	FUN_003568-T1
OG0001192	FUN_001019-T1	FUN_001950-T1	FUN_000162-T1	FUN_000776-T1	FUN_002664-T1	FUN_001332-T1	FUN_003256-T1	FUN_003567-T1
OG0001193	FUN_001020-T1	FUN_001949-T1	FUN_000161-T1	FUN_000777-T1	FUN_002665-T1	FUN_001331-T1	FUN_003255-T1	FUN_003566-T1
OG0001194	FUN_001021-T1	FUN_001948-T1	FUN_000160-T1	FUN_000778-T1	FUN_002666-T1	FUN_001330-T1	FUN_003254-T1	FUN_003565-T1
OG0001195	FUN_001022-T1	FUN_001947-T1	FUN_000159-T1	FUN_000779-T1	FUN_002667-T1	FUN_001329-T1	FUN_003253-T1	FUN_003564-T1
